novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Solomon,607113,607120,character_reference,0.7,Solomon,"-o-o-o-o Solomon done fly, 329 Solomon done gone /Solomon cut across the sky, Solomon gone home!'"" He could",annotator_2,overlap
Song of Solomon (1977),Pilate,317447,317453,character_reference,0.85,Pilate,"s ain't money; it's gold. It'll keep us for life, Pilate. We can get us another farm. We can-"" ""Leave it,",annotator_2,overlap
Beloved (1987),job,448868,448871,thematic_reference,0.9,Job,"to come back. And instead of looking for another job, Sethe played all the harder with Beloved, who ne",annotator_2,unique
Song of Solomon (1977),First Corinthians,366979,366996,character_reference,0.7,First Corinthians,"hin a hair's breadth but not reaching it. She was First Corinthians Dead, daughter of a wealthy prop- erty owner and",annotator_2,unique
Song of Solomon (1977),Hagar,164666,164671,character_reference,0.7,Hagar,"it up. Keep up the whole business of ""going with"" Hagar. He seldom took her anywhere except to the movies",annotator_2,overlap
Song of Solomon (1977),Pilate,85855,85861,character_reference,0.7,Pilate,"got to mash them in our bare feet."" ""Feet? Feet?"" Pilate was outraged. ""Who makes wine with they feet?"" ""M",annotator_2,overlap
Paradise (1998),Grace,487189,487194,thematic_reference,0.8,Grace,flight. But breathing. Sort of. Mavis took over. Grace went to bed. Together Con- solata and Mavis clean,annotator_2,unique
Song of Solomon (1977),Pilate,382172,382178,character_reference,0.7,Pilate,"d's bones, that she didn't have no money to bury. Pilate got a husband somewhere?"" ""Does the Pope?"" ""Well,",annotator_2,overlap
Paradise (1998),Zechariah,372199,372208,thematic_reference,0.9,Zechariah,". Because the Morgan line was crop feeble. One of Zechariah's (Big Papa's) sons, Rector, had seven children w",annotator_2,overlap
Song of Solomon (1977),Ruth,129220,129224,thematic_reference,0.9,Ruth,"y wife. Mercy wouldn't take colored then. Anyway, Ruth wouldn't go to any other doctor. I tried to get a",annotator_2,overlap
Paradise (1998),job,264346,264349,thematic_reference,0.9,Job,At a loss as to where to go or what to do. Get a job near the prison and stand by him? Meaning follow,annotator_2,overlap
Song of Solomon (1977),hope,160666,160670,thematic_reference,0.8,Hope,"er he told you, forget it."" ""I hope I can. I sure hope I can."" ""Listen, baby, people do funny things. Sp",annotator_2,unique
Song of Solomon (1977),John,540683,540687,thematic_reference,0.9,John,", Susan. They're passing now. Lilah, John. I know John is, and he knows I know he is."" ""Everybody knows",annotator_2,unique
Song of Solomon (1977),Pilate,453474,453480,character_reference,0.7,Pilate,nd Milkman decided not to tell her that Macon and Pilate just lived in the same city. He wondered how she,annotator_2,overlap
Tar Baby (1981),Gideon,481979,481985,character_reference,0.7,Gideon,"nd of education is it that didn't teach you about Gideon and Old Man and me. Nothing about me!"" When he pu",annotator_2,overlap
Song of Solomon (1977),Mary,303517,303521,character_reference,0.85,Mary,"had any lunch?"" ""It's ten-thirty, Daddy."" ""Go to Mary's. Get us a couple of orders of barbecue. Meet me",annotator_2,unique
Paradise (1998),Aaron,390073,390078,character_reference,0.85,Aaron,"he older women with children too advise you, like Aaron's wife, Sally, with four chil- dren already? What",annotator_2,unique
Song of Solomon (1977),Solomon,564510,564517,character_reference,0.85,Solomon,"ms to yoke me Solomon done fly, Solomon done gone Solomon cut across the sky, Solomon gone home. He almost",annotator_2,overlap
Tar Baby (1981),Gideon,532051,532057,character_reference,0.85,Gideon,"nce, glancing at the drivers of the taxis in case Gideon might be one. Three hours of walking and he was n",annotator_2,overlap
Song of Solomon (1977),Mary,351271,351275,character_reference,0.85,Mary,"heartbeat, of the city's literary world. Michael-Mary Graham was very consider- ate of Corinthians. Whe",annotator_2,overlap
Song of Solomon (1977),Hagar,568574,568579,character_reference,0.85,Hagar,"e, with nothing to hide him or bind him. Hear me, Hagar?"" He spoke to her as he would to a very young chi",annotator_2,unique
Song of Solomon (1977),Mary,362305,362309,character_reference,0.85,Mary,"and now to caress her temples and say in Michael-Mary's read- ing voice, “I don't know,"" embarrassed he",annotator_2,overlap
Paradise (1998),Zechariah,213243,213252,thematic_reference,0.9,Zechariah,"rightful heirs, would have repeated exactly what Zechariah and Rector had done? But since part of the charge",annotator_2,unique
Paradise (1998),lot,392824,392827,character_reference,0.7,Lot,ow. Here is the money order. I am going to have a lot of trouble keeping my heart quiet. Until you all,annotator_2,overlap
Paradise (1998),Mary,467763,467767,character_reference,0.85,Mary,"idn't want to eat him. I just wanted to go home."" Mary Magna came into the chapel and, kneeling with her",annotator_2,overlap
Beloved (1987),Paul,516677,516681,character_reference,0.85,Paul,"rvous. This reminds him of something. ""I'm tired, Paul D. So tired. I have to rest a while.” Now he know",annotator_2,overlap
Beloved (1987),Paul,97536,97540,character_reference,0.7,Paul,"he porch. No one was there. All three were inside-Paul D and Denver standing before the stranger, watchi",annotator_2,unique
Song of Solomon (1977),Solomon,562939,562946,character_reference,0.85,Solomon,"at was the rest: Belali ... Shalut ... Yaruba? If Solomon and Ryna were names of people, the others might b",annotator_2,overlap
Song of Solomon (1977),Hagar,239768,239773,character_reference,0.85,Hagar,"months. She stared at his golden teeth and said, ""Hagar?"" She hadn't laid eyes on her in years; had been",annotator_2,overlap
Beloved (1987),Paul,101766,101770,character_reference,0.85,Paul,"Be- loved had fallen asleep again. ""Miss. Miss."" Paul D shook her gently. ""You want to lay down a spell",annotator_2,overlap
Paradise (1998),faith,226988,226993,thematic_reference,0.8,Faith,"y Redeemer. ""This might get serious."" Ace Flood's faith had been the mountain-moving kind, so he built hi",annotator_2,overlap
Beloved (1987),Paul,29479,29483,character_reference,0.85,Paul,"ere with it."" ""Men don't know nothing much,"" said Paul D, tucking his pouch back into his vest pocket, """,annotator_2,unique
Paradise (1998),lot,54435,54438,character_reference,0.7,Lot,"ons or dollars, m'am?"" ""Gallons."" In the adjacent lot, Mavis noticed the window of a breakfast diner re",annotator_2,overlap
Song of Solomon (1977),Ruth,63210,63214,thematic_reference,0.9,Ruth,"said. ""He wet me, Mama."" She was close to tears. Ruth clucked her tongue. Corinthians laughed. ""I told",annotator_2,overlap
Song of Solomon (1977),Pilate,441890,441896,character_reference,0.85,Pilate,"een. This is where they stayed, he thought, where Pilate cried when given cherry jam. He stood still a mom",annotator_2,overlap
Song of Solomon (1977),Solomon,596777,596784,character_reference,0.85,Solomon,"Africa. The one around here who did was this same Solomon, or Shalimar-I never knew which was right. He had",annotator_2,overlap
Beloved (1987),Paul,396687,396691,character_reference,0.85,Paul,"r did. Even when Buglar and Howard ran away. Then Paul D came in here. I heard his voice downstairs, and",annotator_2,overlap
Beloved (1987),Paul,82325,82329,character_reference,0.85,Paul,"ving was simply not that other one. The fact that Paul D had come out of ""that other one"" into her bed w",annotator_2,unique
Beloved (1987),Paul,105953,105957,character_reference,0.85,Paul,"een sucked away. Denver laughed, Sethe smiled and Paul D said it made him sick to his stomach. Sethe bel",annotator_2,overlap
Song of Solomon (1977),Pilate,256623,256629,character_reference,0.85,Pilate,"Hagar slumped and moved slowly back to her bench. Pilate turned her eyes to Ruth. ""Come on in. Rest yourse",annotator_2,overlap
Beloved (1987),Paul,51372,51376,character_reference,0.85,Paul,"she managed not to laugh aloud. The jump, thought Paul D, from a calf to a girl wasn't all that mighty.",annotator_2,overlap
A Mercy (2008),Mary,757,761,character_reference,0.7,Mary,"or a bad debt from a plantation owner in Catholic Mary- land. This is Florens, ""with the hands of a slav",annotator_2,overlap
Song of Solomon (1977),Pilate,316935,316941,character_reference,0.7,Pilate,"n a hollow voice before he melted away again. 171 Pilate darted around the cave calling him, looking for h",annotator_2,overlap
Song of Solomon (1977),Hagar,252531,252536,character_reference,0.85,Hagar,", so help me Jesus, I will tear your throat out."" Hagar looked surprised. She loved nothing in the world",annotator_2,overlap
Sula (1973),Jesus,167527,167532,character_reference,0.85,Jesus,s but you are trying to tell me no and O my sweet Jesus what kind of cross is that? She can nower ke Inti,annotator_2,overlap
Song of Solomon (1977),lot,540482,540485,character_reference,0.7,Lot,"."" She leaned toward Milkman. ""There used to be a lot of that. A lot of it. Not so much nowadays, but t",annotator_2,unique
Paradise (1998),grace,81390,81395,thematic_reference,0.8,Grace,"economize her gestures without sacrificing their grace. Connie, having launched her into the chore, was",annotator_2,overlap
Song of Solomon (1977),Hagar,239886,239891,character_reference,0.85,Hagar,"ouse only once in her life-a very long time ago. ""Hagar?"" ""Hagar. Shore Hagar."" ""Does Pilate know?"" ""Cour",annotator_2,overlap
The Bluest Eye (1970),lot,14725,14728,character_reference,0.7,Lot,"Nile Hair Oil and flecks of Sen-Sen. He smiled a lot, showing small even teeth with a friendly gap in",annotator_2,unique
Beloved (1987),Paul,295349,295353,character_reference,0.85,Paul,ine Street and rode the wind above the pig yards. Paul D heard them but he stayed on because all in all,annotator_2,overlap
Song of Solomon (1977),Hagar,170056,170061,character_reference,0.85,Hagar,"arring flashed fire-but he did follow her, as did Hagar, around to the back of the house, where, approach",annotator_2,overlap
Song of Solomon (1977),Ruth,256990,256994,thematic_reference,0.9,Ruth,". Can I slice you up some?"" ""No, thank you,"" said Ruth. She was trembling a little now. After the tensio",annotator_2,overlap
Sula (1973),Jude,153737,153741,thematic_reference,0.9,Jude,"ooked like a pretty good life to her. ""Say what?"" Jude's temper flared just a bit as he looked at this f",annotator_2,overlap
Beloved (1987),Paul,319698,319702,character_reference,0.85,Paul,rching for the eighteen-year-old clipping to show Paul D as proof. Afterward not before-he considered Se,annotator_2,overlap
Beloved (1987),Mark,116857,116861,thematic_reference,0.9,Mark,"me? How will you know me? Mark me, too,' I said. 'Mark the mark on me too.'"" Sethe chuckled. ""Did she?""",annotator_2,unique
Beloved (1987),Paul,127585,127589,character_reference,0.85,Paul,their talks easier there: at night when Sethe and Paul D were asleep; or in the daytime before either ca,annotator_2,overlap
Song of Solomon (1977),hope,542557,542561,thematic_reference,0.8,Hope,"r. Macon?"" ""No. This is my first visit."" ""Well, I hope it won't be your last. How long will you be here?",annotator_2,unique
Song of Solomon (1977),Magdalene,609515,609524,character_reference,0.7,Magdalene,"ad, Sing Byrd, Crowell Byrd, Pilate, Reba, Hagar, Magdalene, First Corinthians, Milkman, Guitar, Railroad Tom",annotator_2,overlap
Tar Baby (1981),Gideon,537849,537855,character_reference,0.7,Gideon,""" ""Isle des Chevaliers?"" ""Yes."" ""Murder, I hope."" Gideon took off his shirt and walked to the sink. Son sh",annotator_2,overlap
Tar Baby (1981),hope,328051,328055,thematic_reference,0.8,Hope,"seat, there's a five-liter bottle. Use that."" ""I hope you're right. That there's gas in that pump.” ""I",annotator_2,overlap
Tar Baby (1981),lot,139517,139520,character_reference,0.7,Lot,Valerian and it seemed to Jadine that there was a lot of space around his eyes. 4 BEES have no sting on,annotator_2,overlap
Song of Solomon (1977),Ruth,62216,62220,thematic_reference,0.9,Ruth,"th the door handle. ""Not you,"" Macon said to her. Ruth looked at her husband. She parted her lips but di",annotator_2,overlap
Paradise (1998),Esther,154495,154501,thematic_reference,0.9,Esther,"said Misner. Now Fleet joined Deek in the aisle. ""Esther never made a mistake of that nature in her life.",annotator_2,overlap
Song of Solomon (1977),Pilate,601559,601565,character_reference,0.7,Pilate,", that's not the woman you're looking for, is it? Pilate?"" ""No,"" he said. ""Couldn't be."" He made motions o",annotator_2,overlap
